p_val	avg_logFC	pct.1	pct.2	p_val_adj	CellType	Gene
1.01E-05	-0.550838766	0.068	0.275	0.402381618	Schwann	RPS28
1.03E-05	-0.639089117	0.039	0.228	0.409603477	Schwann	BNIP2
1.03E-05	-0.560670687	0.058	0.255	0.410214343	Schwann	NSA2
1.05E-05	-0.647539659	0.078	0.276	0.417266365	Schwann	PHB2
1.09E-05	-0.806634524	0.019	0.191	0.433328929	Schwann	SIK1
1.11E-05	0.571774733	0.107	0.032	0.440683008	Schwann	C10orf68
1.14E-05	0.842324544	0.146	0.053	0.451681913	Schwann	MEG3
1.17E-05	-0.574811762	0.058	0.253	0.46551497	Schwann	NDUFB9
1.19E-05	-0.721391937	0.039	0.223	0.473240227	Schwann	B4GALT1
1.20E-05	0.910729406	0.165	0.065	0.474087709	Schwann	RPGR
1.20E-05	-0.348144782	0.369	0.662	0.476629902	Schwann	HLA-C
1.20E-05	-0.42903782	0.058	0.26	0.477614419	Schwann	RAB11A
1.25E-05	-0.751848456	0.039	0.215	0.494045425	Schwann	C1orf43
1.25E-05	-0.741259749	0.049	0.236	0.497369721	Schwann	G3BP2
1.26E-05	-0.455437658	0.078	0.294	0.498415618	Schwann	SLC25A5
1.27E-05	0.530642197	0.107	0.032	0.50272378	Schwann	TUBB2B
1.29E-05	-0.580063707	0.117	0.34	0.512148334	Schwann	NAMPT
1.33E-05	-0.603264308	0.01	0.175	0.529061804	Schwann	TAF13
1.37E-05	-0.943178114	0.01	0.17	0.544693467	Schwann	IFFO2
1.39E-05	0.404980343	0.107	0.032	0.550488674	Schwann	P2RX7
1.42E-05	-0.392890214	0.078	0.289	0.562699946	Schwann	PTP4A1
1.46E-05	-0.430614261	0.136	0.379	0.579398383	Schwann	TPM3
1.47E-05	-0.740457182	0.01	0.17	0.581758785	Schwann	IDH2
1.47E-05	-0.461686938	0.136	0.358	0.58347027	Schwann	RPL36AL
1.48E-05	-0.589428916	0.019	0.192	0.585902121	Schwann	DR1
1.51E-05	0.774206165	0.282	0.151	0.599685573	Schwann	PPAP2A
1.55E-05	-0.534680927	0.058	0.252	0.614299648	Schwann	15-Sep
1.55E-05	-0.606066211	0.019	0.191	0.614576256	Schwann	PRDX4
1.55E-05	-0.388028838	0.233	0.496	0.615113704	Schwann	SERF2
1.56E-05	-0.459770478	0.214	0.481	0.619158272	Schwann	CDKN1A
1.59E-05	-1.108822598	0	0.154	0.629737593	Schwann	SBSN
1.59E-05	-0.637951345	0.058	0.246	0.629780353	Schwann	GNAI3
1.59E-05	-0.850494205	0	0.154	0.632167655	Schwann	EHF
1.61E-05	-0.339982251	0.34	0.651	0.638506918	Schwann	EIF1
1.67E-05	-0.729825216	0.029	0.202	0.662612059	Schwann	DAAM1
1.68E-05	-0.576133906	0.049	0.237	0.665725474	Schwann	PIM3
1.73E-05	-0.715701762	0.049	0.229	0.684672068	Schwann	HERPUD1
1.75E-05	-0.567217112	0.058	0.258	0.691906554	Schwann	STK17B
1.75E-05	-0.632138771	0	0.153	0.691986386	Schwann	SLMO2
1.76E-05	-0.565665683	0.058	0.256	0.69729973	Schwann	KLF10
1.76E-05	-0.612976262	0.039	0.221	0.698747888	Schwann	RPS27
1.78E-05	0.805506307	0.34	0.207	0.703975697	Schwann	MT-ATP8
1.80E-05	-0.788913451	0.01	0.169	0.71216523	Schwann	AIM1
1.86E-05	0.666631558	0.184	0.078	0.735568198	Schwann	PREPL
1.88E-05	-0.696944797	0.049	0.226	0.745667534	Schwann	ARPC5L
1.91E-05	0.751301882	0.369	0.236	0.757912599	Schwann	ROCK2
1.95E-05	-0.430869989	0.087	0.301	0.773126446	Schwann	GPX4
1.97E-05	-0.738834535	0.01	0.169	0.78098378	Schwann	CMIP
1.97E-05	-0.543879847	0.058	0.25	0.782009069	Schwann	POLR2L
1.99E-05	-0.637003991	0.049	0.237	0.790331406	Schwann	ARHGDIB
1.99E-05	-0.580921878	0.058	0.246	0.790837607	Schwann	RSL24D1
2.00E-05	0.754469002	0.184	0.078	0.790994565	Schwann	CCDC14
2.00E-05	0.720386795	0.252	0.129	0.794260797	Schwann	CNP
2.09E-05	-0.660123917	0.019	0.185	0.828269593	Schwann	PPP1R2
2.13E-05	-0.534975103	0.097	0.3	0.845551502	Schwann	SELK
2.17E-05	-0.48835035	0.272	0.525	0.859677241	Schwann	DNAJB1
2.18E-05	-0.752503539	0	0.15	0.862649155	Schwann	RANGAP1
2.18E-05	-0.669925327	0.049	0.224	0.864213807	Schwann	BRI3
2.20E-05	-0.376939797	0.058	0.251	0.871119101	Schwann	POMP
2.21E-05	-0.96173409	0	0.15	0.875944112	Schwann	SLIT3
2.24E-05	-0.952115022	0	0.15	0.887741321	Schwann	HOPX
2.29E-05	0.808956818	0.194	0.086	0.907027132	Schwann	MAP1A
2.34E-05	-1.035835103	0	0.149	0.925838244	Schwann	GJB2
2.39E-05	0.800276071	0.214	0.101	0.949410996	Schwann	ERF
2.40E-05	-0.450685958	0.097	0.303	0.952280189	Schwann	GDI2
2.42E-05	0.559755365	0.126	0.043	0.957861046	Schwann	IFIT2
2.44E-05	-0.973010203	0.019	0.18	0.966521743	Schwann	MGP
2.46E-05	-1.112303567	0.029	0.189	0.973804685	Schwann	LYPD3
2.46E-05	-0.410159571	0.097	0.309	0.974356242	Schwann	RPL22
2.49E-05	-0.693193497	0.039	0.211	0.987147662	Schwann	WDR43
2.50E-05	-0.588018576	0.049	0.231	0.989469236	Schwann	COX7B
2.50E-05	-0.490503971	0.107	0.313	0.991569983	Schwann	KHDRBS1
2.55E-05	0.606694653	0.146	0.055	1	Schwann	DIP2C
2.60E-05	-0.569177584	0.039	0.214	1	Schwann	GARS
2.64E-05	-0.594882727	0.087	0.281	1	Schwann	RAB2A
2.65E-05	-0.466014829	0.146	0.378	1	Schwann	CEBPD
2.67E-05	-0.672817158	0.078	0.262	1	Schwann	MTCH1
2.68E-05	0.813613623	0.262	0.135	1	Schwann	AKAP12
2.70E-05	0.521759139	0.136	0.049	1	Schwann	PLCD3
2.80E-05	-0.710992527	0.117	0.308	1	Schwann	CD55
2.80E-05	-0.526234384	0.039	0.215	1	Schwann	SSBP1
2.82E-05	0.769735605	0.369	0.24	1	Schwann	PIK3R1
2.86E-05	-0.693719858	0.01	0.164	1	Schwann	FDPS
2.89E-05	-0.699254896	0.01	0.163	1	Schwann	MALT1
2.89E-05	-0.750593939	0.019	0.182	1	Schwann	THBD
2.90E-05	-0.67788021	0.019	0.179	1	Schwann	LRRC59
2.93E-05	-0.43658427	0.146	0.375	1	Schwann	EDF1
3.00E-05	-0.762241197	0	0.146	1	Schwann	PKP3
3.02E-05	-0.651556979	0.039	0.215	1	Schwann	PLIN2
3.03E-05	0.650707243	0.204	0.092	1	Schwann	LTBP3
3.04E-05	-0.507029474	0.029	0.197	1	Schwann	AURKAIP1
3.05E-05	-0.455173634	0.078	0.274	1	Schwann	UBE2B
3.06E-05	-0.607272399	0.068	0.255	1	Schwann	EIF4A3
3.06E-05	-0.767677335	0.058	0.239	1	Schwann	APOE
3.08E-05	-1.035108228	0.029	0.193	1	Schwann	KRTDAP
3.10E-05	-0.392438403	0.117	0.336	1	Schwann	PSMB1
3.13E-05	-1.117504444	0.039	0.206	1	Schwann	S100A9
3.15E-05	-0.445143593	0.117	0.329	1	Schwann	COX7A2
3.21E-05	-0.538434886	0.107	0.307	1	Schwann	UQCRB
3.27E-05	-1.208087659	0	0.145	1	Schwann	POSTN
3.29E-05	-0.82894741	0.01	0.163	1	Schwann	DSG3
3.29E-05	-0.592745033	0.068	0.247	1	Schwann	PSMD2
3.35E-05	0.826065971	0.204	0.095	1	Schwann	SCD
3.37E-05	-0.533685069	0.068	0.253	1	Schwann	ZFP91
3.43E-05	0.658220269	0.204	0.093	1	Schwann	NRP2
3.53E-05	-0.626245214	0.029	0.194	1	Schwann	SEC61A1
3.59E-05	-0.520823042	0.107	0.316	1	Schwann	ENSA
3.72E-05	0.782785167	0.194	0.087	1	Schwann	C8orf4
3.76E-05	-0.583020109	0.029	0.196	1	Schwann	EHD1
3.77E-05	-0.617837475	0.029	0.193	1	Schwann	RAB8B
3.79E-05	-0.479183972	0.019	0.179	1	Schwann	ACP1
3.83E-05	-0.393617545	0.078	0.274	1	Schwann	TRMT112
3.84E-05	-0.297281862	0.32	0.626	1	Schwann	PTMA
3.90E-05	-0.608745667	0.058	0.236	1	Schwann	UBQLN1
3.92E-05	-0.499460774	0.078	0.267	1	Schwann	YPEL5
4.03E-05	0.706624628	0.204	0.095	1	Schwann	ITPK1
4.04E-05	-0.634402577	0.029	0.188	1	Schwann	C14orf2
4.13E-05	-0.431859129	0.078	0.271	1	Schwann	SUB1
4.15E-05	-0.577530973	0.019	0.176	1	Schwann	RNF181
4.25E-05	-0.501842109	0.039	0.206	1	Schwann	NDUFV1
4.31E-05	-0.656150308	0.078	0.257	1	Schwann	GADD45A
4.34E-05	-0.488184474	0.078	0.268	1	Schwann	XBP1
4.35E-05	-0.649423935	0.019	0.172	1	Schwann	PPP1CA
4.36E-05	-0.482947169	0.058	0.238	1	Schwann	CYCS
4.38E-05	0.782488399	0.34	0.213	1	Schwann	VPS13C
4.40E-05	0.610008546	0.136	0.05	1	Schwann	ZNF83
4.48E-05	-0.326112702	0.117	0.338	1	Schwann	RPL39
4.49E-05	-0.707607817	0.019	0.175	1	Schwann	TNFAIP8
4.49E-05	0.777016351	0.175	0.076	1	Schwann	SCRN1
4.51E-05	-0.697817792	0	0.14	1	Schwann	NSG1
4.55E-05	0.503268139	0.107	0.035	1	Schwann	PLLP
4.55E-05	-0.585796102	0.019	0.174	1	Schwann	PPP1R14B
4.60E-05	-0.560307079	0.078	0.257	1	Schwann	ATPIF1
4.62E-05	-0.621191853	0.029	0.191	1	Schwann	EGFR
4.63E-05	-0.739147073	0.019	0.175	1	Schwann	LAD1
4.66E-05	0.674247164	0.184	0.082	1	Schwann	PLSCR4
4.82E-05	-0.624748474	0.019	0.174	1	Schwann	RHOG
4.84E-05	0.576121101	0.252	0.125	1	Schwann	TMEM176B
4.89E-05	-0.440216572	0.068	0.258	1	Schwann	REL
4.96E-05	0.829988799	0.175	0.076	1	Schwann	TNRC6C
4.97E-05	-0.371580883	0.029	0.193	1	Schwann	LSM7
4.99E-05	-0.469962173	0.068	0.252	1	Schwann	MOB1A
5.04E-05	0.766012319	0.155	0.064	1	Schwann	RHBDF1
5.05E-05	-0.597388925	0.049	0.221	1	Schwann	UGP2
5.07E-05	-0.481385993	0.058	0.24	1	Schwann	PSMD1
5.08E-05	-0.55888143	0.039	0.205	1	Schwann	GOLGA2
5.14E-05	0.535051269	0.126	0.046	1	Schwann	CHST3
5.18E-05	-0.797778819	0.019	0.171	1	Schwann	NRARP
5.18E-05	-0.548116381	0.039	0.208	1	Schwann	TNFSF10
5.18E-05	0.646382779	0.35	0.215	1	Schwann	COL18A1
5.21E-05	0.693140954	0.146	0.057	1	Schwann	TARSL2
5.34E-05	-0.53616317	0.049	0.218	1	Schwann	FAM96B
5.60E-05	-0.580413318	0.049	0.216	1	Schwann	MAPK6
5.60E-05	-0.630370529	0.01	0.156	1	Schwann	MFHAS1
5.61E-05	-0.457119393	0.078	0.267	1	Schwann	RPSA
5.61E-05	-0.540426818	0.039	0.203	1	Schwann	REXO2
5.62E-05	-0.524693036	0.078	0.267	1	Schwann	PSMB6
5.63E-05	-1.004318726	0.039	0.202	1	Schwann	S100A8
5.63E-05	-0.457715851	0.049	0.225	1	Schwann	EML4
5.63E-05	-0.50826737	0.087	0.27	1	Schwann	RNH1
5.65E-05	-0.569314429	0.068	0.247	1	Schwann	SAR1A
5.72E-05	-0.533614458	0.087	0.276	1	Schwann	RAP1A
5.80E-05	-0.416456408	0.165	0.389	1	Schwann	ATP1A1
5.82E-05	-0.436383478	0.049	0.22	1	Schwann	CSNK1G2
5.88E-05	-0.474490963	0.107	0.308	1	Schwann	PCBP2
5.95E-05	-0.591124674	0.01	0.154	1	Schwann	IDH3B
5.96E-05	-0.540429929	0.039	0.206	1	Schwann	GNA13
5.98E-05	-0.532339531	0.078	0.26	1	Schwann	UBE2R2
6.07E-05	-0.631088856	0.019	0.171	1	Schwann	MVP
6.26E-05	-0.601982848	0.01	0.154	1	Schwann	IL4R
6.30E-05	-0.354395306	0.126	0.337	1	Schwann	ACTN4
6.30E-05	-0.342681099	0.068	0.256	1	Schwann	CDC37
6.38E-05	-0.621006362	0.029	0.185	1	Schwann	SDC4
6.39E-05	-0.438169723	0.049	0.22	1	Schwann	HECA
6.41E-05	-0.622766182	0.039	0.203	1	Schwann	LUZP1
6.42E-05	-0.68608568	0	0.135	1	Schwann	MPZL2
6.45E-05	-0.430147439	0.029	0.187	1	Schwann	HSD17B10
6.47E-05	-0.853001104	0	0.135	1	Schwann	IL1RN
6.52E-05	-0.307205038	0.243	0.515	1	Schwann	RPL24
6.57E-05	-0.547115823	0.049	0.217	1	Schwann	WDR26
6.64E-05	0.542702126	0.155	0.064	1	Schwann	GULP1
6.67E-05	-0.673984072	0	0.135	1	Schwann	CXADR
6.68E-05	-0.515543457	0.029	0.185	1	Schwann	HMGA1
6.69E-05	-0.488546914	0.058	0.235	1	Schwann	TUBB2A
6.69E-05	-0.996145029	0.029	0.186	1	Schwann	KRT5
6.72E-05	-0.388454161	0.117	0.32	1	Schwann	CCT2
6.85E-05	-0.314988802	0.437	0.735	1	Schwann	HLA-A
6.88E-05	-0.718414283	0.01	0.153	1	Schwann	FGFBP1
6.92E-05	-0.525274689	0.029	0.186	1	Schwann	STOML2
7.10E-05	-0.802658182	0.049	0.208	1	Schwann	CREM
7.14E-05	-0.52962824	0.019	0.17	1	Schwann	BLVRB
7.16E-05	-0.49444831	0.039	0.202	1	Schwann	PSMC2
7.22E-05	-0.54758622	0.01	0.152	1	Schwann	SH3GL1
7.31E-05	-0.543116626	0.029	0.185	1	Schwann	TIMM13
7.32E-05	-0.71495003	0	0.133	1	Schwann	KLK8
7.37E-05	0.68416718	0.204	0.097	1	Schwann	ITGA1
7.60E-05	0.718318478	0.243	0.126	1	Schwann	FER
7.70E-05	-0.505272035	0.078	0.263	1	Schwann	EPAS1
7.71E-05	-1.039921247	0	0.133	1	Schwann	HLA-DRB5
7.73E-05	0.552771199	0.146	0.058	1	Schwann	EZH1
7.74E-05	-0.453648199	0.058	0.231	1	Schwann	STT3B
7.91E-05	-0.334666132	0.058	0.231	1	Schwann	SPCS1
8.08E-05	-0.653568288	0.029	0.179	1	Schwann	VASP
8.12E-05	-0.427525983	0.029	0.184	1	Schwann	PSMD14
8.15E-05	-0.533316344	0.019	0.166	1	Schwann	TRAPPC3
8.24E-05	-0.596837688	0.019	0.166	1	Schwann	FAM204A
8.24E-05	-0.504145644	0.029	0.182	1	Schwann	UQCR10
8.59E-05	-0.518241003	0.049	0.21	1	Schwann	PABPC4
8.62E-05	-0.628698331	0.019	0.165	1	Schwann	SHC1
8.64E-05	-0.633910633	0.019	0.166	1	Schwann	SNRK
8.65E-05	-0.480215049	0.117	0.314	1	Schwann	ANP32B
8.66E-05	-0.449890927	0.097	0.284	1	Schwann	DIAPH1
8.83E-05	-0.490290801	0.068	0.24	1	Schwann	CYC1
8.87E-05	-0.535308675	0.078	0.249	1	Schwann	CCT5
8.88E-05	-0.452287571	0.039	0.202	1	Schwann	11-Sep
8.90E-05	-0.601861328	0.039	0.192	1	Schwann	AHNAK2
8.96E-05	-0.536590698	0.058	0.228	1	Schwann	ACTN1
8.96E-05	-0.454117727	0.039	0.2	1	Schwann	C1QBP
9.06E-05	0.612127006	0.233	0.119	1	Schwann	KIAA0430
9.16E-05	0.728216592	0.243	0.13	1	Schwann	SNRNP70
9.23E-05	0.673782612	0.233	0.121	1	Schwann	AP1S2
9.37E-05	0.80282039	0.282	0.164	1	Schwann	SYNE1
9.52E-05	0.585966204	0.165	0.071	1	Schwann	PGM2L1
9.59E-05	-0.389591466	0.107	0.304	1	Schwann	EIF4B
9.64E-05	-0.456653595	0.019	0.166	1	Schwann	PPP1R7
9.66E-05	-0.30177864	0.243	0.498	1	Schwann	RPS29
9.69E-05	0.506459333	0.175	0.077	1	Schwann	HPS5
9.77E-05	-0.57279589	0.029	0.18	1	Schwann	RPL22L1
9.85E-05	-0.589623176	0	0.129	1	Schwann	TRAF3IP2
9.88E-05	-0.440233403	0.087	0.274	1	Schwann	COX6B1
9.95E-05	0.441096577	0.553	0.484	1	Schwann	S100A10
9.96E-05	0.751088805	0.408	0.3	1	Schwann	PCM1
9.97E-05	-0.500685225	0.049	0.21	1	Schwann	TXNL1
0.000100438	-0.424374503	0.058	0.228	1	Schwann	ERP29
0.000100552	-0.398993126	0.32	0.577	1	Schwann	HSPA1A
0.000102816	0.668678592	0.155	0.066	1	Schwann	LMO7
0.000103011	-0.555876067	0.058	0.222	1	Schwann	PTPN11
0.000103787	-0.738360663	0.01	0.146	1	Schwann	RASD1
0.000104851	-0.425672667	0.039	0.199	1	Schwann	NME1
0.000105788	-0.469646107	0.087	0.271	1	Schwann	CAPZB
0.000106859	0.495578539	0.456	0.323	1	Schwann	IGFBP7
0.000106991	-0.694045974	0.01	0.146	1	Schwann	IRF6
0.000107241	-0.493829912	0.029	0.18	1	Schwann	FOSL1
0.000107687	-0.715666492	0.019	0.161	1	Schwann	MGLL
0.000107865	-0.425868455	0.087	0.264	1	Schwann	SERINC3
0.000107865	-0.514822616	0.039	0.199	1	Schwann	PTGER4
0.000108113	-0.649590258	0.078	0.248	1	Schwann	RGS2
0.000108576	-0.675813208	0	0.128	1	Schwann	TP63
0.000109582	-0.813160335	0	0.128	1	Schwann	CASP14
0.000112854	0.712936458	0.146	0.06	1	Schwann	OTUD7B
0.000113426	-0.860066505	0.039	0.191	1	Schwann	COL6A3
0.000113992	-0.478836204	0.039	0.194	1	Schwann	CEBPG
0.000115258	-0.374536414	0.136	0.335	1	Schwann	TRAM1
0.000116936	-0.623626245	0.049	0.203	1	Schwann	EGLN1
0.000117753	-0.276018621	0.359	0.643	1	Schwann	GNAS
0.000117775	-0.424880875	0.049	0.212	1	Schwann	TFG
0.000118819	-0.579507463	0.049	0.205	1	Schwann	BICD2
0.000120266	0.586921228	0.291	0.169	1	Schwann	GTF2I
0.000120387	-0.659274606	0.019	0.162	1	Schwann	ACSL4
0.000120843	-0.499168391	0.097	0.273	1	Schwann	PPP2CA
0.000121193	0.629198928	0.243	0.128	1	Schwann	NES
0.000121312	-0.504543303	0.049	0.207	1	Schwann	KLF3
0.000121491	-0.609035072	0	0.126	1	Schwann	ESRP1
0.000123095	-0.421022098	0.039	0.195	1	Schwann	KARS
0.000128208	-0.650882863	0.019	0.16	1	Schwann	FRMD4B
0.000128222	-0.901752639	0.029	0.173	1	Schwann	HSPA6
0.000128568	-0.670369952	0.01	0.144	1	Schwann	EMILIN2
0.000129337	-0.437261672	0.039	0.194	1	Schwann	UBE2A
0.000129803	-0.962004294	0.039	0.186	1	Schwann	HLA-DPA1
0.000130528	-0.405769564	0.029	0.178	1	Schwann	MED4
0.000130564	-0.532007314	0.068	0.235	1	Schwann	SNX9
0.000132175	-0.391763488	0.039	0.195	1	Schwann	NDUFB11
0.000132993	-0.606883569	0.029	0.175	1	Schwann	GLTP
0.00013345	-0.633326328	0.049	0.204	1	Schwann	SMEK1
0.000135313	-0.497455943	0.019	0.16	1	Schwann	FAM162A
0.000137029	-0.888702228	0.019	0.158	1	Schwann	S100A2
0.0001375	-0.435979949	0.039	0.194	1	Schwann	CD2AP
0.000138823	-0.504706147	0.01	0.143	1	Schwann	RNF126
0.000143029	-0.495094016	0.029	0.173	1	Schwann	AIMP1
0.000143035	-0.674015558	0.019	0.154	1	Schwann	FAM213A
0.000143262	0.529276404	0.388	0.256	1	Schwann	C1R
0.000143968	-0.418520905	0.078	0.248	1	Schwann	USMG5
0.000144407	-0.298447649	0.223	0.48	1	Schwann	YBX3
0.000146742	-0.445794564	0.078	0.248	1	Schwann	RAB14
0.000148255	-0.653502234	0.039	0.186	1	Schwann	GM2A
0.000149262	-0.467621898	0.087	0.261	1	Schwann	ATP5O
0.000150325	-0.480225613	0.087	0.264	1	Schwann	PSMD8
0.000152316	-0.727162106	0.058	0.214	1	Schwann	SERPINF1
0.00015386	-0.502702333	0.019	0.158	1	Schwann	APOA1BP
0.000156189	-1.090270212	0.029	0.166	1	Schwann	KRT16
0.000158735	-0.511646663	0.029	0.175	1	Schwann	ITGB5
0.000158812	0.76283545	0.243	0.134	1	Schwann	MYO9A
0.000159186	-0.533312437	0.039	0.189	1	Schwann	TES
0.000161747	-0.965282884	0	0.122	1	Schwann	DSC1
0.00016244	-0.283036886	0.146	0.358	1	Schwann	ACTR2
0.000162468	-0.317559285	0.049	0.208	1	Schwann	VDAC1
0.000163484	0.605513157	0.117	0.044	1	Schwann	STS
0.000166348	-0.508738745	0.078	0.244	1	Schwann	APRT
0.000168256	-0.569305862	0.01	0.14	1	Schwann	MAST4
0.000168574	-0.306796446	0.097	0.288	1	Schwann	OST4
0.000169646	-0.841361078	0.01	0.139	1	Schwann	CSTA
0.000170558	-0.596144106	0.01	0.139	1	Schwann	TGIF1
0.00017181	-0.254525977	0.165	0.375	1	Schwann	SNRPD2
0.00017184	-0.460612814	0.019	0.157	1	Schwann	GORASP2
0.000173679	-0.511579866	0.078	0.246	1	Schwann	CKAP4
0.00017408	-0.579716374	0.019	0.155	1	Schwann	NOP14
0.000174405	-0.375720543	0.068	0.233	1	Schwann	ATP6V0B
0.000175023	-0.51051411	0.087	0.257	1	Schwann	SRSF7
0.00017767	-0.422864155	0.175	0.381	1	Schwann	DYNLL1
0.000177765	-0.639164593	0.049	0.198	1	Schwann	CD109
0.000178127	-0.487509469	0.01	0.139	1	Schwann	ATXN10
0.000179011	-0.574550286	0.039	0.186	1	Schwann	JOSD1
0.000179125	-0.427306988	0.058	0.219	1	Schwann	RALY
0.000180182	-0.361199282	0.155	0.366	1	Schwann	MYL12A
0.000182102	-0.460775644	0.058	0.214	1	Schwann	PSMB5
0.000182578	-0.686664641	0.01	0.138	1	Schwann	CEBPA
0.000184633	-0.257779166	0.262	0.507	1	Schwann	YWHAB
0.0001864	-0.491166119	0.087	0.259	1	Schwann	ARL8B
0.000188505	-0.547681046	0.01	0.139	1	Schwann	RHOV
0.000188903	-0.543005154	0	0.12	1	Schwann	RUVBL2
0.00019431	0.864202948	0.184	0.091	1	Schwann	ITSN1
0.000194793	-0.350074262	0.175	0.391	1	Schwann	MYL12B
0.0001955	-0.561419496	0.019	0.152	1	Schwann	NOB1
0.000195911	-0.402642177	0.039	0.188	1	Schwann	MRPL14
0.000196987	-0.64703507	0	0.119	1	Schwann	RNF144B
0.000198736	-0.312338691	0.223	0.479	1	Schwann	ZFP36L1
0.000199429	-0.511627993	0.049	0.199	1	Schwann	MRPL51
0.000201078	-0.316721556	0.058	0.223	1	Schwann	STK24
0.000201934	-0.432133409	0.029	0.171	1	Schwann	ZNF770
0.00020233	-0.438792146	0.068	0.228	1	Schwann	ACADVL
0.000202434	-0.296970774	0.029	0.17	1	Schwann	TMEM167A
0.000203598	-0.480530057	0.058	0.214	1	Schwann	TOB1
0.000204149	0.608746304	0.175	0.082	1	Schwann	CNTN1
0.000205383	-0.57911046	0.049	0.199	1	Schwann	CCDC50
0.000207253	-0.678143469	0.029	0.169	1	Schwann	ITM2A
0.000207961	-0.866105987	0.029	0.165	1	Schwann	MMP2
0.000209394	-0.335223913	0.291	0.545	1	Schwann	HSPA8
0.000209502	-0.401406468	0.01	0.137	1	Schwann	MRPL54
0.00021108	-0.327543286	0.097	0.28	1	Schwann	HSPA4
0.000211302	-0.381040562	0.049	0.197	1	Schwann	PHPT1
0.000211306	-0.886725063	0.019	0.15	1	Schwann	CALML3
0.000211476	-0.562796104	0	0.118	1	Schwann	IL18
0.000211709	-0.568391586	0.01	0.136	1	Schwann	NECAP2
0.000211861	-0.602462181	0	0.118	1	Schwann	SEC24D
0.000212253	-0.309741122	0.155	0.36	1	Schwann	PPIB
0.000213456	-0.509466842	0.019	0.154	1	Schwann	SMARCA4
0.000215382	-0.519125718	0.068	0.224	1	Schwann	CSTB
0.000219688	-0.49368373	0.01	0.137	1	Schwann	TBC1D1
0.000222744	-0.313100088	0.029	0.171	1	Schwann	MRPL23
0.000225248	-0.528708768	0.01	0.135	1	Schwann	PPIC
0.000226996	0.696718257	0.301	0.194	1	Schwann	10-Sep
0.000228596	-0.323198862	0.078	0.248	1	Schwann	ARPC3
0.000229402	-0.325470467	0.136	0.334	1	Schwann	7-Sep
0.000229654	-0.422022478	0.078	0.248	1	Schwann	NDUFB2
0.000230483	-0.369066335	0.311	0.543	1	Schwann	HSPA5
0.000232373	-0.345968634	0.058	0.215	1	Schwann	TMEM14C
0.000235961	-0.478936963	0.019	0.152	1	Schwann	SLBP
0.000236734	0.764307542	0.175	0.083	1	Schwann	PARD3B
0.000237078	-0.484839074	0.078	0.241	1	Schwann	REEP5
0.000237278	-0.510878322	0.039	0.183	1	Schwann	PIM1
0.000238295	-0.527554324	0.039	0.183	1	Schwann	OGFRL1
0.000241015	-0.466890388	0	0.116	1	Schwann	EMC6
0.000241672	-0.495933968	0.068	0.227	1	Schwann	CAB39
0.000241867	-0.295430983	0.146	0.336	1	Schwann	SAP18
0.000242422	-0.378204634	0.019	0.152	1	Schwann	DDT
0.000245866	-0.379882921	0.058	0.217	1	Schwann	CCT8
0.000246024	-0.683627302	0.019	0.146	1	Schwann	CDK6
0.000246579	-0.460940624	0.068	0.229	1	Schwann	ANXA11
0.000247036	-0.504335371	0.01	0.134	1	Schwann	ATOX1
0.000247208	0.522978814	0.466	0.385	1	Schwann	DDX17
0.000247331	-0.431391952	0.049	0.197	1	Schwann	LSM14A
0.000248472	-0.30447265	0.107	0.289	1	Schwann	ATP5L
0.000249374	-0.400384794	0.058	0.214	1	Schwann	METTL9
0.000250991	-0.580761129	0.019	0.149	1	Schwann	NET1
0.000251276	-0.562990688	0	0.116	1	Schwann	GUSB
0.000255715	0.655362262	0.214	0.113	1	Schwann	ZBTB44
0.000257607	-0.404098465	0.049	0.198	1	Schwann	NHP2
0.000260338	-0.369127854	0.078	0.246	1	Schwann	H1FX
0.000260672	-0.613757226	0.01	0.134	1	Schwann	ITGA5
0.000262277	0.716826119	0.165	0.077	1	Schwann	PPFIBP2
0.000264568	-0.419621106	0.019	0.151	1	Schwann	PSENEN
0.000266894	-0.466675535	0.029	0.166	1	Schwann	C1orf122
0.000267036	-0.687868108	0.01	0.13	1	Schwann	ZNF750
0.000267181	-0.340559324	0.019	0.152	1	Schwann	GRSF1
0.000267407	-0.398115425	0.049	0.197	1	Schwann	IGBP1
0.000267676	-0.594670897	0.068	0.222	1	Schwann	NNMT
0.000270656	-0.481149623	0.126	0.305	1	Schwann	TCP1
0.00027339	0.769314448	0.252	0.149	1	Schwann	KCTD9
0.000274744	-0.428469736	0.039	0.183	1	Schwann	CALM3
0.000274811	-0.416990471	0.175	0.369	1	Schwann	BHLHE40
0.00027606	-0.37636283	0.029	0.166	1	Schwann	ATP5D
0.000277194	-0.562568933	0.029	0.167	1	Schwann	DAB2
0.000278806	-0.353470233	0.058	0.213	1	Schwann	PPTC7
0.000281173	-0.46601404	0.068	0.223	1	Schwann	PPM1G
0.000281528	-0.612857254	0.01	0.131	1	Schwann	TMEM154
0.000281654	-0.467088125	0.039	0.182	1	Schwann	FKBP2
0.000282131	-0.569639487	0	0.114	1	Schwann	ST14
0.000282348	-0.765002856	0.01	0.13	1	Schwann	SLPI
0.000282604	-0.26763046	0.068	0.229	1	Schwann	VIMP
0.000284082	-0.482320485	0.01	0.133	1	Schwann	FAM46B
0.000286239	-0.51675417	0	0.114	1	Schwann	TSTD1
0.000286239	-0.527583732	0	0.114	1	Schwann	TMEM54
